"","AdID","CategoryID","IsClick","Position","ParentCategoryID"
"158",3912292,50,0,7,9
"159",5105262,50,0,6,9
"160",15057636,50,0,2,9
"161",15947803,50,0,8,9
"162",28918332,50,0,1,9
"163",5174169,22,0,7,3
"164",9409681,22,0,8,3
"165",12514554,22,0,6,3
"166",13948619,22,0,2,3
"167",26955363,22,0,1,3
"168",33133445,27,0,1,9
"169",7821854,47,0,6,3
"170",11462811,47,0,7,3
"171",11977421,47,0,8,3
"172",19824509,47,0,1,3
"173",23901397,47,0,2,3
"174",17259711,46,0,7,8
"175",34851178,46,0,1,8
"176",16277917,47,0,1,3
"177",24878008,47,0,7,3
"178",5184150,2,0,7,12
"179",7774075,2,0,2,12
"180",13660370,2,0,6,12
"181",21972795,2,0,8,12
"182",31565576,2,0,1,12
"183",636107,47,0,2,3
"184",12340121,4,0,7,2
"185",19750772,4,0,1,2
"186",26225997,47,0,6,3
"187",29459980,4,0,8,2
"188",6115044,4,0,1,2
"189",17165831,4,0,7,2
"190",20057992,4,0,2,2
"191",27613735,4,0,6,2
"192",29412957,4,0,8,2
"193",5639723,25,0,1,12
"194",13135682,25,0,2,12
"195",22147078,25,0,7,12
"196",29616937,25,0,8,12
"197",29834367,25,0,6,12
"198",7304805,38,0,2,9
"199",11020220,38,0,1,9
"200",9242328,22,0,7,3
"201",28793106,22,0,1,3
"202",3990225,41,0,1,12
"203",20249294,41,0,2,12
"204",7891372,60,0,6,3
"205",23214319,60,0,2,3
"206",29799719,60,0,8,3
"207",32093996,22,0,1,3
"208",36544114,22,0,7,3
"209",372985,18,0,2,2
"210",1489022,18,0,1,2
"211",7129412,18,0,6,2
"212",23841435,18,0,7,2
"213",26529371,18,0,8,2
"214",2573395,60,0,6,3
"215",20397368,60,0,7,3
"216",30449312,60,0,1,3
"217",32048203,60,0,2,3
"218",34072158,60,0,8,3
"219",7831105,50,0,8,9
"220",23794865,50,0,1,9
"221",25321570,50,0,2,9
"222",27964071,50,0,6,9
"223",29569350,50,0,7,9
"224",10572683,50,0,1,9
"225",16286655,50,0,8,9
"226",28673515,50,0,6,9
"227",30193167,50,0,7,9
"228",31220142,50,0,2,9
"229",1839799,41,0,1,12
"230",13359170,41,0,6,12
"231",17194414,41,0,2,12
"232",26307723,41,0,7,12
"233",34647642,41,0,8,12
"234",5098366,34,0,1,6
"235",7751917,34,0,2,6
"236",29793656,34,0,7,6
"237",5851467,50,0,6,9
"238",9657988,50,0,7,9
"239",21644283,50,0,2,9
"240",22899156,50,0,1,9
"241",23636667,50,0,8,9
"242",22355256,34,0,7,6
"243",24696160,34,0,8,6
"244",34731078,34,0,1,6
"245",35843541,34,0,6,6
"246",36141446,34,0,2,6
"247",9603516,38,0,7,9
"248",23878151,38,0,1,9
"249",30177645,38,0,2,9
"250",14238405,60,0,1,3
"251",21709680,60,0,7,3
"252",11482449,41,0,8,12
"253",21462110,41,0,7,12
"254",21585181,41,0,6,12
"255",23968902,41,0,1,12
"256",28756213,41,0,2,12
"257",14510622,27,0,7,9
"258",16297834,27,0,2,9
"259",22515324,27,0,1,9
"260",3346370,22,0,2,3
"261",23259774,47,0,1,3
"262",29061107,22,0,7,3
"263",21473532,4,0,7,2
"264",26545736,4,0,6,2
"265",26598599,4,0,1,2
"266",27319362,4,0,8,2
"267",33993462,4,0,2,2
"268",683405,25,0,1,12
"269",23204912,25,0,7,12
"270",28478010,34,0,1,6
"271",9576345,60,0,2,3
"272",25769381,60,0,7,3
"273",28082409,60,0,1,3
"274",12985978,34,0,1,6
"275",30141652,34,0,7,6
"276",14380949,22,0,1,3
"277",4694616,22,0,2,3
"278",12089125,22,0,8,3
"279",21926071,22,0,1,3
"280",34732034,22,0,7,3
"281",36794507,22,0,6,3
"282",617391,22,0,1,3
"283",8735723,22,0,8,3
"284",20100727,22,0,7,3
"285",25336574,22,0,6,3
"286",36292642,22,0,2,3
"287",23027148,34,0,1,6
"288",30118109,34,0,7,6
"289",6636601,38,0,1,9
"290",17304523,38,0,6,9
"291",17667447,38,0,8,9
"292",32825888,38,0,7,9
"293",33088984,38,0,2,9
"294",755525,22,0,2,3
"295",5877520,22,0,1,3
"296",4899467,27,0,8,9
"297",14880485,27,0,7,9
"298",28804225,27,0,1,9
"299",29239207,27,0,6,9
"300",7846175,13,0,2,12
"301",23010027,13,0,1,12
"302",23534267,13,0,8,12
"303",24801265,13,0,6,12
"304",32574085,13,0,7,12
"305",326584,60,0,1,3
"306",14447673,60,0,7,3
"307",12658821,47,0,6,3
"308",20494875,47,0,7,3
"309",20495936,47,0,1,3
"310",34756804,47,0,8,3
"311",15633733,18,0,1,2
"312",15972279,37,0,7,2
"313",32055467,16,0,2,2
"314",28252070,22,0,7,3
"315",32093996,22,0,1,3
"316",7685053,60,0,8,3
"317",12399331,60,0,7,3
"318",25123881,60,0,1,3
"319",34898441,60,0,6,3
"320",34920845,60,0,2,3
"321",4137593,43,0,2,6
"322",22067752,34,0,1,6
"323",36047928,34,0,7,6
"324",14610991,34,0,7,6
"325",22025696,43,0,2,6
"326",28334384,34,0,1,6
"327",9840503,46,0,1,8
"328",20058023,46,0,7,8
"329",35684755,45,0,2,8
"330",5184150,2,0,7,12
"331",20506727,2,0,8,12
"332",29322545,2,0,2,12
"333",31565576,2,0,1,12
"334",31978831,2,0,6,12
"335",5174169,22,0,7,3
"336",13697472,22,0,1,3
"337",19239945,22,0,6,3
"338",26538484,22,0,8,3
"339",917992,27,0,7,9
"340",1659261,27,0,1,9
"341",4623391,27,0,8,9
"342",20422153,27,0,6,9
"343",29602909,27,0,2,9
"344",1258929,43,0,6,6
"345",19484609,34,0,8,6
"346",19501282,34,0,1,6
"347",24406220,34,0,7,6
"348",28490308,43,0,2,6
"349",18052437,38,0,1,9
"350",1854044,47,0,2,3
"351",13951332,47,0,7,3
"352",19706288,47,0,1,3
"353",23293816,47,0,6,3
"354",24671709,47,0,8,3
"355",3266749,60,0,7,3
"356",13567995,60,0,1,3
"357",16725130,60,0,2,3
"358",7628390,60,0,1,3
"359",19464192,60,0,8,3
"360",22630353,60,0,2,3
"361",35486598,60,0,7,3
"362",35554565,60,0,6,3
"363",11825847,47,0,8,3
"364",18721539,47,0,1,3
"365",20494875,47,0,7,3
"366",31471717,47,0,2,3
"367",33641236,47,0,6,3
"368",22733180,38,0,7,9
"369",24482289,38,0,1,9
"370",18294552,38,0,1,9
"371",19723175,50,0,2,9
"372",31679831,50,0,7,9
"373",7866259,50,0,8,9
"374",12210655,50,0,1,9
"375",16534128,50,0,2,9
"376",22968355,50,0,7,9
"377",28893871,50,0,6,9
"378",1349799,38,0,7,9
"379",5887048,38,0,2,9
"380",15117884,38,0,6,9
"381",28105178,38,0,8,9
"382",33918352,38,0,1,9
"383",2380203,38,0,7,9
"384",4421045,38,0,8,9
"385",7304805,38,0,2,9
"386",12799935,38,0,1,9
"387",15876475,38,0,6,9
"388",11159057,11,0,2,3
"389",18282017,11,0,8,3
"390",22482968,11,0,1,3
"391",22941650,11,0,7,3
"392",25456130,11,0,6,3
"393",5861507,34,0,1,6
"394",10275484,34,0,8,6
"395",15767383,34,0,7,6
"396",19472534,34,0,6,6
"397",35778869,34,0,2,6
"398",6720757,60,0,1,3
"399",10763933,60,0,2,3
"400",27227669,60,0,7,3
"401",29092863,50,0,1,9
"402",31679831,50,0,7,9
"403",28591143,34,0,7,6
"404",35934928,34,0,1,6
"405",588975,44,0,6,12
"406",1220223,44,1,7,12
"407",12562636,44,0,8,12
"408",14197565,44,0,2,12
"409",17114456,44,0,1,12
"410",23905439,34,0,1,6
"411",34084553,34,0,7,6
"412",13615819,34,0,8,6
"413",14187674,34,0,2,6
"414",20972041,34,0,7,6
"415",27496840,34,0,6,6
"416",34084553,34,0,1,6
"417",2004522,22,0,1,3
"418",3029505,22,0,7,3
"419",3695268,22,0,2,3
"420",7241187,22,0,8,3
"421",36684112,22,0,6,3
"422",6372814,50,0,1,9
"423",33375815,47,0,2,3
"424",2643678,38,0,8,9
"425",3424446,38,0,6,9
"426",16223882,38,0,2,9
"427",17926338,38,0,7,9
"428",30792442,38,0,1,9
"429",2497087,22,0,7,3
"430",19666476,22,0,1,3
"431",4203676,41,0,7,12
"432",22577395,41,0,1,12
"433",9422975,26,0,8,12
"434",21426110,41,0,1,12
"435",32294184,41,0,7,12
"436",35575187,26,0,6,12
"437",19315340,27,0,1,9
"438",22971257,27,0,2,9
"439",30924933,27,0,7,9
"440",10502829,22,0,7,3
"441",31334683,57,0,1,3
"442",35176951,47,0,2,3
"443",9599674,22,0,8,3
"444",14623535,22,0,6,3
"445",23273851,22,0,1,3
"446",29574091,22,0,7,3
"447",36188371,22,0,2,3
"448",17485726,22,0,2,3
"449",22671989,22,0,8,3
"450",33673299,22,0,7,3
"451",33805123,22,0,1,3
"452",36213810,22,0,6,3
"453",11681114,60,0,7,3
"454",36123655,60,0,1,3
"455",943533,22,0,2,3
"456",16180742,22,0,1,3
"457",25318760,22,0,7,3
"458",22428526,22,0,7,3
"459",26178737,22,0,1,3
"460",123066,60,0,1,3
"461",569611,60,0,6,3
"462",6577556,60,0,8,3
"463",16716103,60,0,2,3
"464",36584865,60,0,7,3
"465",1211269,44,0,1,12
"466",2761086,44,0,2,12
"467",25793223,44,0,7,12
"468",1251928,47,0,6,3
"469",2469970,47,0,1,3
"470",6762581,47,0,2,3
"471",22249636,47,0,7,3
"472",33063031,47,0,8,3
"473",2358580,26,0,2,12
"474",2976217,26,0,6,12
"475",19443927,26,0,7,12
"476",21585753,26,0,8,12
"477",24555539,26,0,1,12
"478",1933939,38,0,1,9
"479",9927431,38,0,2,9
"480",32729431,38,0,7,9
"481",8884537,41,0,2,12
"482",17875071,41,0,8,12
"483",18816529,41,0,6,12
"484",27825529,41,0,7,12
"485",29904172,41,0,1,12
"486",2721445,43,0,2,6
"487",18671305,34,0,6,6
"488",27927411,34,0,7,6
"489",30839185,34,0,1,6
"490",30852903,34,0,8,6
"491",4637546,26,0,1,12
"492",6718520,26,0,7,12
"493",20224396,26,0,6,12
"494",24321869,26,0,2,12
"495",32998383,26,0,8,12
"496",28241950,27,0,2,9
"497",30305607,27,0,7,9
"498",30370520,27,0,1,9
"499",27429113,60,0,1,3
"500",27819278,60,0,7,3
"501",367557,60,0,7,3
"502",18212993,22,0,1,3
"503",11020220,38,0,1,9
"504",23182641,38,0,6,9
"505",25005344,38,0,2,9
"506",32161831,38,0,8,9
"507",34000235,38,0,7,9
"508",2932124,38,0,6,9
"509",11164103,38,0,1,9
"510",16904117,38,0,7,9
"511",23650160,38,0,8,9
"512",14529566,60,0,1,3
"513",18451387,60,0,6,3
"514",18463566,60,0,2,3
"515",27056522,60,0,8,3
"516",36873234,60,0,7,3
"517",18909799,34,0,1,6
"518",34084553,34,0,7,6
"519",34257340,43,0,2,6
"520",8152046,27,0,1,9
"521",13036302,27,0,7,9
"522",25099977,50,0,1,9
"523",34706010,50,0,2,9
"524",1068865,18,0,2,2
"525",15633733,18,0,1,2
"526",20842142,18,0,8,2
"527",29724202,18,0,6,2
"528",33549686,18,0,7,2
"529",15226380,38,0,1,9
"530",29729580,38,0,7,9
"531",36067862,38,0,2,9
"532",9559824,38,0,6,9
"533",12043770,38,0,8,9
"534",17926338,38,0,7,9
"535",18294552,38,0,1,9
"536",22995516,38,0,2,9
"537",11772683,27,0,7,9
"538",19145309,27,0,1,9
"539",26226781,27,0,8,9
"540",33204170,27,0,6,9
"541",408195,5,0,2,2
"542",10654694,5,0,7,2
"543",15861147,5,0,8,2
"544",18864729,5,0,1,2
"545",25058887,5,0,6,2
"546",19421687,38,0,8,9
"547",20188012,38,0,6,9
"548",25738905,38,0,7,9
"549",30792442,38,0,1,9
"550",34557713,38,0,2,9
"551",17453815,38,0,1,9
"552",36798325,38,0,7,9
"553",14392486,52,0,7,2
"554",23586497,52,0,2,2
"555",24913018,52,0,1,2
"556",27316120,52,0,8,2
"557",28355868,52,0,6,2
"558",3410400,44,0,1,12
"559",12011573,44,0,7,12
"560",22785812,44,0,8,12
"561",22864153,44,0,6,12
"562",23607102,44,0,2,12
"563",635814,27,0,7,9
"564",1560373,27,0,8,9
"565",7515949,27,0,1,9
"566",24235608,27,0,6,9
"567",27545335,27,0,2,9
"568",7595429,22,0,6,3
"569",8027895,22,0,7,3
"570",19854798,22,0,1,3
"571",20857914,22,0,2,3
"572",31357810,22,0,8,3
"573",17140319,34,0,2,6
"574",24667816,34,0,1,6
"575",29793656,34,0,7,6
"576",6252949,38,0,6,9
"577",24482289,38,0,1,9
"578",27449581,38,0,2,9
"579",34512398,38,0,8,9
"580",34977909,38,0,7,9
"581",13485461,4,0,1,2
"582",21774750,4,0,6,2
"583",29997987,4,0,7,2
"584",30634061,4,0,8,2
"585",27478313,22,0,1,3
"586",32635638,11,0,7,3
"587",17418975,37,0,7,2
"588",19721770,37,0,2,2
"589",27627342,37,0,1,2
"590",6115044,4,0,1,2
"591",13485461,4,0,7,2
"592",22705708,4,0,8,2
"593",24780636,4,0,2,2
"594",33234710,4,0,6,2
"595",7414164,29,0,2,12
"596",14674635,29,0,1,12
"597",24328929,29,0,7,12
"598",17155598,23,0,2,6
"599",17672090,34,0,1,6
"600",17715503,34,0,7,6
"601",238944,27,0,8,9
"602",5222735,27,0,6,9
"603",21206413,27,0,7,9
"604",28076914,27,0,1,9
"605",29885280,53,0,2,5
"606",16234741,60,0,7,3
"607",27226461,60,0,1,3
"608",3053049,22,0,6,3
"609",16567378,22,0,7,3
"610",18517634,18,0,1,2
"611",21090891,23,0,8,6
"612",22221561,46,0,2,8
"613",28715004,38,0,7,9
"614",32370130,38,0,1,9
"615",14018455,5,0,6,2
"616",15543406,5,0,8,2
"617",20258222,5,0,7,2
"618",24525066,5,0,2,2
"619",24979503,5,0,1,2
"620",14224011,46,0,1,8
"621",16178438,46,0,6,8
"622",18392065,46,0,2,8
"623",20061281,46,0,8,8
"624",27531774,46,0,7,8
"625",957100,22,0,6,3
"626",2065277,22,0,8,3
"627",6040959,22,0,1,3
"628",13840581,22,1,7,3
"629",10096901,34,0,1,6
"630",11265810,34,0,2,6
"631",13543594,34,0,7,6
"632",13857793,34,0,6,6
"633",32257413,34,0,8,6
"634",18843338,34,0,7,6
"635",30594703,34,0,1,6
"636",7686812,4,0,2,2
"637",21649152,4,0,1,2
"638",27387400,4,0,7,2
"639",27785434,4,0,6,2
"640",33992873,4,0,8,2
"641",18477853,5,0,6,2
"642",25863656,5,0,7,2
"643",27804148,5,0,2,2
"644",28062736,5,0,8,2
"645",34514394,5,0,1,2
"646",4000511,34,0,1,6
"647",4081867,34,0,2,6
"648",8404495,38,0,7,9
"649",8498226,38,0,2,9
"650",11164103,38,0,1,9
"651",15316594,38,0,6,9
"652",28676133,38,0,8,9
"653",1349591,38,0,2,9
"654",9812568,38,0,6,9
"655",10506779,38,0,1,9
"656",12526395,38,0,8,9
"657",34114280,38,0,7,9
"658",13671281,18,0,1,2
"659",21731999,5,0,7,2
"660",28862453,37,0,2,2
"661",5286847,22,0,2,3
"662",17624400,22,0,8,3
"663",22884453,22,0,7,3
"664",23381155,22,0,1,3
"665",31177671,22,0,6,3
"666",21704177,22,0,1,3
"667",36544114,22,0,7,3
"668",18327665,37,0,1,2
"669",4095970,38,0,1,9
"670",4316527,38,0,2,9
"671",23140769,38,0,6,9
"672",27597068,38,0,8,9
"673",30709717,38,0,7,9
"674",6837400,26,0,8,12
"675",14027628,26,0,7,12
"676",32291112,26,0,6,12
"677",32545157,26,0,1,12
"678",35383471,26,0,2,12
"679",1048108,26,0,7,12
"680",22975310,26,0,2,12
"681",32545157,26,0,1,12
"682",11994803,34,0,1,6
"683",4123332,34,0,2,6
"684",14515103,34,1,1,6
"685",22345394,34,0,6,6
"686",26003965,34,0,8,6
"687",33581585,34,0,7,6
"688",7662212,34,0,8,6
"689",15099171,34,0,1,6
"690",25485644,34,0,6,6
"691",28077900,34,0,7,6
"692",29182564,34,0,2,6
"693",9975652,22,0,2,3
"694",28793106,22,0,1,3
"695",32556381,22,0,7,3
"696",5665973,34,0,1,6
"697",30864167,34,0,2,6
"698",13464371,34,0,1,6
"699",28430737,250005,0,2,7
"700",25295439,41,0,1,12
"701",33586049,41,0,7,12
"702",20017196,38,0,1,9
"703",28225258,38,0,7,9
"704",21789433,50,0,7,9
"705",27093324,50,0,1,9
"706",903602,4,0,6,2
"707",13335473,4,0,7,2
"708",19229922,4,0,8,2
"709",21649152,4,0,1,2
"710",36840354,4,0,2,2
"711",974510,9,0,1,9
"712",5540836,9,0,8,9
"713",9829052,9,0,6,9
"714",24253261,9,0,2,9
"715",35102496,9,0,7,9
"716",6578288,35,0,1,9
"717",8169231,35,0,8,9
"718",12533179,35,0,6,9
"719",17583149,35,0,2,9
"720",20834975,35,0,7,9
"721",8846094,38,0,2,9
"722",8993140,38,0,1,9
"723",21686921,38,0,7,9
"724",15834049,22,0,2,3
"725",22623696,22,0,8,3
"726",25149502,22,0,1,3
"727",27092241,22,0,6,3
"728",34349082,22,0,7,3
"729",7413843,47,0,2,3
"730",11667554,47,0,7,3
"731",24261273,47,0,1,3
"732",1506507,500001,0,7,5
"733",2444027,500001,0,8,5
"734",3906441,500001,0,6,5
"735",16541935,500001,0,1,5
"736",2325034,3,0,7,9
"737",2610841,3,0,1,9
"738",17184623,3,0,2,9
"739",19387358,3,0,6,9
"740",22835123,3,0,8,9
"741",17616001,41,0,1,12
"742",22156088,41,0,7,12
"743",2432808,38,0,1,9
"744",1318943,5,0,1,2
"745",4351825,5,0,6,2
"746",15292617,5,0,7,2
"747",36274894,5,0,8,2
"748",10561025,22,0,1,3
"749",12180931,22,0,8,3
"750",17676493,22,0,7,3
"751",19730100,22,0,2,3
"752",36830034,22,0,6,3
"753",29760908,50,0,1,9
"754",9989728,34,0,1,6
"755",13198028,43,0,2,6
"756",13922613,34,0,7,6
"757",6584801,5,0,8,2
"758",18036620,5,0,6,2
"759",30326023,5,0,7,2
"760",30863602,5,0,2,2
"761",31511672,5,0,1,2
"762",3902029,60,0,1,3
"763",18089021,34,0,2,6
"764",22619949,34,0,8,6
"765",25716935,34,0,7,6
"766",27018100,34,0,6,6
"767",33783705,34,0,1,6
"768",4417716,22,0,1,3
"769",7224822,22,0,6,3
"770",9384542,22,0,7,3
"771",21911810,22,0,8,3
"772",24108347,22,0,2,3
"773",3366932,47,0,1,3
"774",6623385,47,0,2,3
"775",10374563,47,0,6,3
"776",14582066,47,0,7,3
"777",16353420,47,0,8,3
"778",5427380,47,0,7,3
"779",9394359,47,0,1,3
"780",8233470,60,0,1,3
"781",16056452,60,0,7,3
"782",22313551,60,0,6,3
"783",26393525,60,0,8,3
"784",30174089,60,0,2,3
"785",8422736,27,0,6,9
"786",22994125,27,0,7,9
"787",25107697,27,0,1,9
"788",29637821,27,0,8,9
"789",32218337,27,0,2,9
"790",11718456,60,0,1,3
"791",15954404,60,0,2,3
"792",18960856,60,0,7,3
"793",580480,60,0,6,3
"794",12226535,60,0,8,3
"795",15983981,60,0,7,3
"796",21303140,60,0,2,3
"797",29109294,60,0,1,3
"798",7246760,22,0,2,3
"799",12338106,22,0,7,3
"800",28252070,22,0,1,3
"801",4590516,34,0,1,6
"802",4917957,34,0,7,6
"803",21312251,34,0,2,6
"804",11201332,34,0,1,6
"805",20662867,43,0,2,6
"806",25060101,34,0,7,6
"807",28031931,43,0,6,6
"808",33369955,34,0,8,6
"809",9840503,46,0,1,8
"810",20058023,46,0,7,8
"811",8455340,4,0,2,2
"812",13485461,4,0,7,2
"813",21145185,4,0,1,2
"814",1721680,11,0,7,3
"815",8822357,11,0,6,3
"816",12814405,11,0,8,3
"817",17407935,11,0,2,3
"818",26983202,11,0,1,3
"819",361359,34,0,2,6
"820",17108425,34,0,7,6
"821",20004427,34,0,1,6
"822",8126415,22,0,7,3
"823",13697472,22,0,1,3
"824",15759566,34,0,1,6
"825",12764324,50,0,7,9
"826",30782621,50,0,1,9
"827",2413725,22,0,8,3
"828",12749478,22,0,7,3
"829",24596642,22,0,2,3
"830",35502125,22,0,6,3
"831",36097986,22,0,1,3
"832",6115044,4,0,1,2
"833",8642480,4,0,2,2
"834",28361477,38,0,1,9
"835",17392343,34,0,2,6
"836",33085217,34,0,1,6
"837",6590046,38,0,6,9
"838",7079168,38,0,1,9
"839",11780423,38,0,7,9
"840",18901136,38,0,2,9
"841",22474058,38,0,8,9
"842",1296636,27,0,2,9
"843",8152046,27,0,1,9
"844",13036302,27,0,7,9
"845",13281540,60,0,7,3
"846",18827475,60,0,1,3
"847",29623718,60,0,2,3
"848",19296443,47,0,1,3
"849",20655168,47,0,8,3
"850",22169195,47,0,7,3
"851",22471810,47,0,2,3
"852",36361224,47,0,6,3
"853",436942,60,0,7,3
"854",13767514,60,0,2,3
"855",14906940,60,0,1,3
"856",20929847,60,0,6,3
"857",32803797,60,0,8,3
"858",4015616,50,0,1,9
"859",14027628,26,0,7,12
"860",17349601,26,0,1,12
"861",21519281,3,0,1,9
"862",17719816,22,0,1,3
"863",22629052,47,0,2,3
"864",25149502,22,0,7,3
"865",9880895,22,0,1,3
"866",3637095,34,0,7,6
"867",9036486,34,0,2,6
"868",13750749,34,0,1,6
"869",22144341,34,0,6,6
"870",27541867,34,0,8,6
"871",447496,41,0,8,12
"872",665438,41,0,1,12
"873",11930562,44,0,2,12
"874",24165127,41,0,7,12
"875",35496877,41,0,6,12
"876",8653512,38,0,1,9
"877",10984752,38,0,6,9
"878",16485691,38,0,2,9
"879",20119670,38,0,7,9
"880",34076219,38,0,8,9
"881",5368458,16,0,7,2
"882",5487319,16,0,1,2
"883",6152246,16,0,8,2
"884",10924524,16,0,2,2
"885",28547501,16,0,6,2
"886",3448403,43,0,2,6
"887",23905439,34,0,1,6
"888",34084553,34,0,7,6
"889",17304354,50,0,6,9
"890",18104144,50,0,2,9
"891",28849311,50,0,8,9
"892",29878469,50,0,1,9
"893",30193167,50,0,7,9
"894",757886,4,0,6,2
"895",3177885,4,0,1,2
"896",7778161,4,0,2,2
"897",26346940,4,0,8,2
"898",34434393,4,0,7,2
"899",19483259,34,0,7,6
"900",21232228,34,0,1,6
"901",26196163,34,0,2,6
"902",10432230,60,0,2,3
"903",24432261,60,0,8,3
"904",30449312,60,0,1,3
"905",31919140,60,0,6,3
"906",36536965,60,0,7,3
"907",6702717,34,0,6,6
"908",21697193,43,0,2,6
"909",23515604,34,0,8,6
"910",27927411,34,0,7,6
"911",28591143,34,0,1,6
"912",13070423,50,0,7,9
"913",15764859,50,0,1,9
"914",18783003,50,0,2,9
"915",16398342,37,0,1,2
"916",27595199,4,0,7,2
"917",32831975,5,0,2,2
"918",9975341,38,0,7,9
"919",14172796,38,0,1,9
"920",24856588,18,0,1,2
"921",16327720,11,0,7,3
"922",18633657,11,0,1,3
"923",1870115,5,0,6,2
"924",3566327,5,0,2,2
"925",7142964,5,0,1,2
"926",13262155,5,0,7,2
"927",13411911,5,0,8,2
"928",555511,38,0,7,9
"929",6911332,38,0,1,9
"930",9648479,38,0,8,9
