"","AdID","CategoryID","IsClick","Position","ParentCategoryID"
"81",13036302,27,1,7,9
"82",7952970,9,1,7,9
"83",22733180,38,1,7,9
"84",7332148,47,1,1,3
"85",33586049,41,1,7,12
"86",6224193,38,1,7,9
"87",14729341,50,1,7,9
"88",23418042,35,1,1,9
"89",26392574,47,1,1,3
"90",35837192,34,1,1,6
"91",9435672,34,1,1,6
"92",1489022,18,1,1,2
"93",2785073,22,1,1,3
"94",20760001,22,1,7,3
"95",21462110,41,1,1,12
"96",2319661,26,1,1,12
"97",33940616,4,1,1,2
"98",3658158,29,1,1,12
"99",15895160,34,1,1,6
"100",11020220,38,1,1,9
"101",8219813,37,1,1,2
"102",19050064,41,1,1,12
"103",27517834,41,1,7,12
"104",27379844,29,1,1,12
"105",33085217,34,1,1,6
"106",14207907,41,1,7,12
"107",12241653,41,1,1,12
"108",6455863,13,1,1,12
"109",31151820,22,1,1,3
"110",24439834,22,1,7,3
"111",28070889,47,1,1,3
"112",18445717,60,1,1,3
"113",35836730,26,1,1,12
"114",24328929,29,1,1,12
"115",25144740,50,1,1,9
"116",11020220,38,1,1,9
"117",11020220,38,1,1,9
"118",23668021,29,1,1,12
"119",5406957,38,1,7,9
"120",22771491,47,1,1,3
"121",22492945,47,1,1,3
"122",12954862,38,1,1,9
"123",8017943,29,1,1,12
"124",29295367,34,1,7,6
"125",30131263,38,1,1,9
"126",22011792,50,1,7,9
"127",27002672,5,1,1,2
"128",25295439,41,1,1,12
"129",33463279,50,1,7,9
"130",6241700,34,1,1,6
"131",13558903,47,1,1,3
"132",17108425,34,1,7,6
"133",6892762,26,1,7,12
"134",31151820,22,1,1,3
"135",1063964,57,1,7,3
"136",18633657,11,1,1,3
"137",17579501,38,1,1,9
"138",20058023,46,1,7,8
"139",27595199,4,1,1,2
"140",28361477,38,1,1,9
"141",23219738,46,1,1,8
"142",13671281,18,1,1,2
"143",15656524,47,1,1,3
"144",17599607,50,1,1,9
"145",30792442,38,1,1,9
"146",35666392,22,1,7,3
"147",20760001,22,1,7,3
"148",27927411,34,1,7,6
"149",29793656,34,1,7,6
"150",33940616,4,1,1,2
"151",28591143,34,1,1,6
"152",22771491,47,1,1,3
"153",24721854,38,1,1,9
"154",7453083,2,1,1,12
"155",30237267,34,1,1,6
"156",9840503,46,1,7,8
"157",13558903,47,1,1,3
"158",15700321,26,1,1,12
"159",29860631,22,1,1,3
"160",3007324,22,1,1,3
"161",32093996,22,1,1,3
"162",14546455,53,1,1,5
"163",6035530,41,1,7,12
"164",25295439,41,1,1,12
"165",6718520,26,1,1,12
"166",11738714,57,1,7,3
"167",18294552,38,1,1,9
"168",10987434,47,1,1,3
"169",24758441,34,1,1,6
"170",2517382,29,1,7,12
"171",29419267,47,1,1,3
"172",12241653,41,1,7,12
"173",896140,50,1,1,9
"174",33549686,18,1,7,2
"175",7381850,53,1,1,5
"176",24438982,26,1,1,12
"177",10459251,52,1,1,2
"178",19667465,50,1,1,9
"179",26598599,4,1,1,2
"180",25551726,50,1,1,9
"181",4783697,50,1,7,9
"182",22973421,38,1,7,9
"183",33967123,26,1,7,12
"184",14546455,53,1,7,5
"185",17040703,38,1,7,9
"186",22402824,50,1,1,9
"187",9840503,46,1,1,8
"188",16504518,34,1,7,6
"189",2891720,46,1,1,8
"190",35934928,34,1,1,6
"191",3053032,41,1,1,12
"192",20752876,46,1,1,8
"193",6636601,38,1,1,9
"194",22968355,50,1,7,9
"195",5789926,41,1,1,12
"196",7601429,26,1,1,12
"197",9840503,46,1,7,8
"198",19628438,22,1,1,3
"199",7685957,47,1,1,3
"200",31875307,50,1,7,9
"201",26994522,22,1,7,3
"202",18894669,22,1,7,3
"203",10722826,26,1,1,12
"204",1099809,47,1,7,3
"205",14619578,22,1,7,3
"206",12569499,60,1,1,3
"207",23503999,47,1,1,3
"208",31565576,2,1,1,12
"209",3889674,41,1,1,12
"210",25210272,41,1,1,12
"211",444609,60,1,7,3
"212",35354048,34,1,1,6
"213",26002259,5,1,1,2
"214",25426280,34,1,1,6
"215",27473310,41,1,1,12
"216",36518284,27,1,1,9
"217",23762984,50,1,7,9
"218",5468988,34,1,7,6
"219",16904117,38,1,7,9
"220",31151820,22,1,1,3
"221",1489022,18,1,1,2
"222",30497913,22,1,7,3
"223",917992,27,1,1,9
"224",21247859,22,1,1,3
"225",7324301,38,1,1,9
"226",5633422,38,1,1,9
"227",36054131,47,1,1,3
"228",7982856,47,1,7,3
"229",9643245,41,1,7,12
"230",20537154,53,1,1,5
"231",25632000,34,1,1,6
"232",21877639,22,1,7,3
"233",337531,22,1,1,3
"234",6366317,22,1,7,3
"235",32137306,38,1,7,9
"236",30955409,41,1,1,12
"237",11870305,27,1,1,9
"238",6115044,4,1,1,2
"239",32767189,41,1,1,12
"240",11020220,38,1,1,9
"241",31600639,26,1,7,12
"242",24632609,38,1,1,9
"243",20752876,46,1,1,8
"244",24850872,41,1,1,12
"245",27010909,47,1,1,3
"246",32701769,11,1,7,3
"247",17994912,38,1,7,9
"248",35164218,41,1,7,12
"249",18122184,41,1,1,12
"250",15945366,47,1,1,3
"251",19091225,29,1,1,12
"252",36192467,34,1,1,6
"253",29569350,50,1,7,9
"254",35217473,22,1,7,3
"255",32586567,41,1,7,12
"256",5639723,25,1,1,12
"257",25295439,41,1,1,12
"258",33203479,47,1,7,3
"259",36414129,47,1,1,3
"260",20760001,22,1,7,3
"261",15623438,38,1,1,9
"262",11302857,38,1,7,9
"263",19296443,47,1,1,3
"264",13962156,41,1,7,12
"265",36336480,50,1,7,9
"266",4070577,47,1,1,3
"267",10288676,50,1,1,9
"268",32545157,26,1,1,12
"269",6115044,4,1,1,2
"270",9840503,46,1,7,8
"271",3026407,38,1,1,9
"272",28082409,60,1,1,3
"273",9840503,46,1,1,8
"274",20058023,46,1,7,8
"275",33662202,34,1,1,6
"276",31565576,2,1,1,12
"277",5098366,34,1,7,6
"278",20806730,41,1,1,12
"279",33185955,4,1,1,2
"280",14215938,41,1,1,12
"281",7453083,2,1,1,12
"282",2359586,46,1,1,8
"283",33085217,34,1,1,6
"284",21462110,41,1,7,12
"285",25750305,51,1,7,12
"286",25495636,41,1,1,12
"287",10391728,34,1,1,6
"288",13036302,27,1,7,9
"289",11297621,25,1,7,12
"290",17990673,41,1,1,12
"291",21411714,60,1,1,3
"292",6115044,4,1,1,2
"293",6892762,26,1,1,12
"294",5098366,34,1,1,6
"295",10889506,38,1,1,9
"296",26307723,41,1,1,12
"297",25863656,5,1,7,2
"298",29624332,26,1,1,12
"299",35446883,34,1,1,6
"300",31523958,50,1,1,9
"301",14207907,41,1,1,12
"302",17123354,34,1,1,6
"303",27467175,4,1,7,2
"304",25295439,41,1,1,12
"305",5259950,26,1,1,12
"306",7332148,47,1,1,3
"307",34406732,53,1,7,5
"308",11535463,22,1,7,3
"309",32163177,34,1,1,6
"310",22470169,38,1,1,9
"311",25352813,38,1,7,9
"312",6115044,4,1,1,2
"313",2573646,29,1,1,12
"314",12027611,34,1,1,6
"315",11410048,27,1,7,9
"316",21111856,38,1,7,9
"317",16904117,38,1,7,9
"318",23829925,60,1,1,3
"319",18334187,500001,1,7,5
"320",14207907,41,1,7,12
"321",13671281,18,1,1,2
"322",17333415,60,1,1,3
"323",26030405,47,1,7,3
"324",9840503,46,1,1,8
"325",4206910,44,1,1,12
"326",10987434,47,1,1,3
"327",29417389,60,1,1,3
"328",26705532,29,1,1,12
"329",32878738,46,1,1,8
"330",13671281,18,1,7,2
"331",6892762,26,1,1,12
"332",2393007,50,1,1,9
"333",14027628,26,1,7,12
"334",25060101,34,1,1,6
"335",20758996,4,1,1,2
"336",23762984,50,1,7,9
"337",17453815,38,1,1,9
"338",20760001,22,1,7,3
"339",16025361,34,1,7,6
"340",17680654,34,1,1,6
"341",30709717,38,1,1,9
"342",33580701,38,1,1,9
"343",12464980,26,1,7,12
"344",24438982,26,1,1,12
"345",4648305,18,1,1,2
"346",33662202,34,1,1,6
"347",31565576,2,1,1,12
"348",22577395,41,1,1,12
"349",3400337,51,1,1,12
"350",16509467,41,1,1,12
"351",13671281,18,1,1,2
"352",29080446,22,1,7,3
"353",10605171,41,1,1,12
"354",1610649,50,1,1,9
"355",6115044,4,1,1,2
"356",13671281,18,1,1,2
"357",19012305,27,1,1,9
"358",27777143,41,1,1,12
"359",18294914,50,1,1,9
"360",24048193,47,1,1,3
"361",7556311,38,1,1,9
"362",6889902,29,1,1,12
"363",9662657,47,1,1,3
"364",6115044,4,1,1,2
"365",29677960,38,1,1,9
"366",596417,53,1,1,5
"367",21275177,29,1,1,12
"368",27627342,37,1,1,2
"369",33682899,46,1,1,8
"370",34999912,34,1,1,6
"371",20058023,46,1,7,8
"372",26598599,4,1,1,2
"373",3500432,34,1,7,6
"374",29793656,34,1,7,6
"375",26955363,22,1,7,3
"376",13558903,47,1,7,3
"377",658856,34,1,1,6
"378",24165127,41,1,7,12
"379",3456771,47,1,1,3
"380",5639262,47,1,7,3
"381",6472910,38,1,1,9
"382",10725134,60,1,1,3
"383",27430070,38,1,1,9
"384",32025391,26,1,1,12
"385",27927411,34,1,1,6
"386",6718520,26,1,7,12
"387",16114407,38,1,7,9
"388",25144740,50,1,1,9
"389",20239925,60,1,7,3
"390",23983678,4,1,7,2
"391",14769114,47,1,7,3
"392",9840503,46,1,1,8
"393",14853803,22,1,7,3
"394",29163214,38,1,1,9
"395",4319373,38,1,7,9
"396",36047928,34,1,7,6
"397",28361477,38,1,1,9
"398",6964121,500001,1,1,5
"399",9413853,500001,1,7,5
"400",15656524,47,1,1,3
"401",30890805,47,1,1,3
"402",22968355,50,1,1,9
"403",17257182,22,1,1,3
"404",13041281,13,1,7,12
"405",16351552,57,1,1,3
"406",20752876,46,1,1,8
"407",17579501,38,1,7,9
"408",9840503,46,1,7,8
"409",31534246,34,1,1,6
"410",34084553,34,1,7,6
"411",31565576,2,1,1,12
"412",34445198,34,1,7,6
"413",28313110,18,1,1,2
"414",27010909,47,1,1,3
"415",29931312,38,1,7,9
"416",12662621,29,1,1,12
"417",22160430,34,1,7,6
"418",14341543,11,1,1,3
"419",33497454,51,1,1,12
"420",232172,38,1,1,9
"421",34325164,47,1,1,3
"422",6366317,22,1,7,3
"423",7609594,22,1,1,3
"424",12043775,38,1,1,9
"425",9413853,500001,1,7,5
"426",10413103,22,1,1,3
"427",13671281,18,1,1,2
"428",10711458,22,1,1,3
"429",11032766,22,1,7,3
"430",17257182,22,1,1,3
"431",26820024,5,1,7,2
"432",8228421,34,1,1,6
"433",1048108,26,1,1,12
"434",31988422,26,1,7,12
"435",29358900,18,1,1,2
"436",27899513,60,1,7,3
"437",31109975,57,1,1,3
"438",12241653,41,1,1,12
"439",30218062,34,1,1,6
"440",27023648,47,1,7,3
"441",8910380,9,1,1,9
"442",3066335,34,1,1,6
"443",6115044,4,1,1,2
"444",9840503,46,1,1,8
"445",27440324,34,1,1,6
"446",14207907,41,1,1,12
"447",4880328,34,1,1,6
"448",4881499,18,1,7,2
"449",2741943,26,1,7,12
"450",36887031,34,1,1,6
"451",4319373,38,1,1,9
"452",11164103,38,1,1,9
"453",6718074,47,1,1,3
"454",7453083,2,1,1,12
"455",11020220,38,1,1,9
"456",36444791,27,1,7,9
"457",9840503,46,1,1,8
"458",25653081,41,1,7,12
"459",13589104,34,1,7,6
"460",27928263,50,1,1,9
"461",23599583,22,1,1,3
"462",22147078,25,1,7,12
"463",29746303,50,1,1,9
"464",1079648,38,1,1,9
"465",18122184,41,1,7,12
"466",14207907,41,1,1,12
"467",23905439,34,1,1,6
"468",6115044,4,1,1,2
"469",26307723,41,1,7,12
"470",8322139,4,1,1,2
"471",6522297,36,1,1,12
"472",22084896,34,1,7,6
"473",13485461,4,1,7,2
"474",36414129,47,1,7,3
"475",15656524,47,1,7,3
"476",22771491,47,1,1,3
"477",33982122,34,1,1,6
"478",25934993,38,1,1,9
"479",11111769,53,1,1,5
"480",1419047,41,1,7,12
"481",20724035,4,1,1,2
"482",23466033,47,1,7,3
"483",6925819,41,1,1,12
"484",7453083,2,1,1,12
"485",9840503,46,1,7,8
"486",31191264,60,1,1,3
"487",25352813,38,1,7,9
"488",18138437,53,1,1,5
"489",6115044,4,1,1,2
"490",15858406,50,1,1,9
"491",19443927,26,1,7,12
"492",27118156,22,1,7,3
"493",12447708,57,1,1,3
"494",6964121,500001,1,1,5
"495",28980242,22,1,1,3
"496",28775723,27,1,7,9
"497",32370130,38,1,7,9
"498",18860926,50,1,1,9
"499",18909799,34,1,7,6
"500",27927411,34,1,7,6
"501",14281078,22,1,1,3
"502",18069370,29,1,1,12
"503",15764859,50,1,1,9
"504",33586049,41,1,7,12
"505",10593858,29,1,1,12
"506",28060462,9,1,1,9
"507",28751867,60,1,7,3
"508",36477469,5,1,7,2
"509",3053032,41,1,1,12
"510",19436675,50,1,1,9
"511",21417738,34,1,7,6
"512",24260339,38,1,7,9
"513",18517634,18,1,1,2
"514",28759650,22,1,7,3
"515",5734596,50,1,1,9
"516",33940616,4,1,1,2
"517",18631440,50,1,1,9
"518",9026365,26,1,7,12
"519",29488372,5,1,7,2
"520",9840503,46,1,1,8
"521",7609594,22,1,1,3
"522",21417738,34,1,1,6
"523",11670791,47,1,1,3
"524",11870946,38,1,7,9
"525",4284326,50,1,1,9
"526",2041655,34,1,1,6
"527",25144740,50,1,1,9
"528",8714296,22,1,7,3
"529",15200924,47,1,7,3
"530",16863820,27,1,7,9
"531",24473132,34,1,1,6
"532",19321194,34,1,1,6
"533",35008375,34,1,1,6
"534",19431132,4,1,1,2
"535",28313110,18,1,1,2
"536",36187478,22,1,1,3
"537",28313110,18,1,1,2
"538",6522297,36,1,1,12
"539",540425,26,1,1,12
"540",30792442,38,1,1,9
"541",14685546,41,1,7,12
"542",6925819,41,1,7,12
"543",3228044,22,1,7,3
"544",16453385,22,1,7,3
"545",22067752,34,1,1,6
"546",15033994,50,1,7,9
"547",25863656,5,1,7,2
"548",170730,38,1,7,9
"549",15719085,4,1,1,2
"550",25043479,47,1,1,3
"551",10569004,34,1,1,6
"552",3889674,41,1,1,12
"553",25144740,50,1,1,9
"554",31565576,2,1,1,12
"555",5098366,34,1,1,6
"556",29677960,38,1,1,9
"557",6094113,26,1,1,12
"558",27777143,41,1,1,12
"559",11020220,38,1,1,9
"560",34720714,11,1,1,3
"561",820252,44,1,1,12
"562",29671286,34,1,7,6
"563",33662202,34,1,1,6
"564",29055602,22,1,1,3
"565",32093996,22,1,1,3
"566",10506779,38,1,1,9
"567",8726138,29,1,7,12
"568",232172,38,1,1,9
"569",14793098,50,1,1,9
"570",6453220,3,1,1,9
"571",32078637,47,1,1,3
"572",31875307,50,1,7,9
"573",29012731,38,1,7,9
"574",17579501,38,1,1,9
"575",14207907,41,1,1,12
"576",11431026,34,1,1,6
"577",13671281,18,1,1,2
"578",23160686,22,1,7,3
"579",13558903,47,1,7,3
"580",13939489,38,1,7,9
"581",18492612,22,1,1,3
"582",12985978,34,1,1,6
"583",26334943,26,1,7,12
"584",27826445,47,1,7,3
"585",27741057,34,1,1,6
"586",30748502,60,1,7,3
"587",6224193,38,1,7,9
"588",24165127,41,1,7,12
"589",22851805,11,1,7,3
"590",9662657,47,1,1,3
"591",32095848,47,1,1,3
"592",17616001,41,1,1,12
"593",18908797,47,1,1,3
"594",33682899,46,1,1,8
"595",12210655,50,1,1,9
"596",27467175,4,1,7,2
"597",6572002,34,1,1,6
"598",32093996,22,1,1,3
"599",30792442,38,1,1,9
"600",12985978,34,1,1,6
"601",6892762,26,1,1,12
"602",15167073,38,1,1,9
"603",9413853,500001,1,7,5
"604",20494875,47,1,1,3
"605",6372814,50,1,7,9
"606",3889674,41,1,1,12
"607",13053797,38,1,1,9
"608",21163920,18,1,7,2
"609",27023648,47,1,7,3
"610",26935859,38,1,7,9
"611",18630543,22,1,7,3
"612",13671281,18,1,1,2
"613",19105134,38,1,7,9
"614",36544114,22,1,7,3
"615",20760001,22,1,7,3
"616",33066713,47,1,1,3
"617",19050064,41,1,1,12
"618",16278273,11,1,1,3
"619",24118416,41,1,7,12
"620",20058023,46,1,7,8
"621",3259133,44,1,1,12
"622",3259133,44,1,7,12
"623",22684824,38,1,7,9
"624",31173651,5,1,7,2
"625",24372599,38,1,7,9
"626",26598599,4,1,1,2
"627",9512995,41,1,1,12
"628",10506779,38,1,7,9
"629",9901194,11,1,1,3
"630",362722,27,1,7,9
"631",31523958,50,1,1,9
"632",10987434,47,1,1,3
"633",6372814,50,1,1,9
"634",30792442,38,1,1,9
"635",6522297,36,1,1,12
"636",1396170,41,1,7,12
"637",18933067,27,1,1,9
"638",23085690,5,1,1,2
"639",34115138,41,1,1,12
"640",28361477,38,1,1,9
"641",11201332,34,1,7,6
"642",7852498,60,1,1,3
"643",9254959,22,1,1,3
"644",14142705,22,1,7,3
"645",29012731,38,1,1,9
"646",4964965,53,1,7,5
"647",11020220,38,1,1,9
"648",31151820,22,1,1,3
"649",23784764,41,1,7,12
"650",33937241,44,1,1,12
"651",22034073,50,1,1,9
"652",9328538,38,1,1,9
"653",19296443,47,1,1,3
"654",27949654,46,1,1,8
"655",32298174,22,1,7,3
"656",29860631,22,1,7,3
"657",6303835,27,1,1,9
"658",555511,38,1,1,9
"659",1079648,38,1,1,9
"660",1690889,38,1,1,9
"661",26031982,18,1,1,2
"662",16145638,11,1,7,3
"663",2902233,2,1,7,12
"664",13747113,22,1,7,3
"665",22227741,47,1,1,3
"666",22067752,34,1,1,6
"667",6841712,2,1,1,12
"668",28070889,47,1,1,3
"669",20820598,29,1,1,12
"670",25738905,38,1,7,9
"671",30792442,38,1,1,9
"672",20752876,46,1,1,8
"673",10716481,41,1,1,12
"674",1634797,47,1,1,3
"675",27473310,41,1,1,12
"676",14727875,38,1,7,9
"677",32873678,53,1,1,5
"678",28579157,57,1,1,3
"679",34766653,44,1,7,12
"680",33619401,5,1,1,2
"681",6813242,38,1,1,9
"682",15070001,41,1,1,12
"683",347390,9,1,7,9
"684",14365854,9,1,1,9
"685",35217473,22,1,7,3
"686",24973822,60,1,7,3
"687",29977737,51,1,1,12
"688",28361477,38,1,1,9
"689",6303835,27,1,1,9
"690",30074584,22,1,1,3
"691",16321571,60,1,1,3
"692",3562036,34,1,1,6
"693",19443927,26,1,7,12
"694",21815520,46,1,1,8
"695",15526330,26,1,1,12
"696",15976628,29,1,1,12
"697",26585306,41,1,7,12
"698",22883093,5,1,1,2
"699",10725134,60,1,1,3
"700",32370130,38,1,1,9
"701",21411714,60,1,1,3
"702",33586049,41,1,7,12
"703",31565576,2,1,1,12
"704",433125,47,1,1,3
"705",29769197,44,1,1,12
"706",18891734,35,1,1,9
"707",22884453,22,1,7,3
"708",22850081,53,1,7,5
"709",8476101,27,1,1,9
"710",28082409,60,1,7,3
"711",28280403,50,1,7,9
"712",31850142,27,1,1,9
"713",6892762,26,1,1,12
"714",2954782,34,1,1,6
"715",2872705,38,1,1,9
"716",28744176,34,1,1,6
"717",6115044,4,1,1,2
"718",33746580,38,1,1,9
"719",19937876,41,1,1,12
"720",20560871,5,1,7,2
"721",18294552,38,1,7,9
"722",3889674,41,1,1,12
"723",21411714,60,1,1,3
"724",4881499,18,1,7,2
"725",156799,50,1,1,9
"726",1099809,47,1,1,3
"727",7453083,2,1,7,12
"728",14546455,53,1,1,5
"729",28924126,22,1,7,3
"730",6522297,36,1,1,12
"731",25000847,38,1,1,9
"732",10987434,47,1,7,3
"733",7324301,38,1,1,9
"734",18294552,38,1,1,9
"735",33056961,22,1,7,3
"736",19533290,34,1,7,6
"737",36047928,34,1,1,6
"738",24134743,25,1,1,12
"739",13127193,47,1,7,3
"740",12040522,34,1,1,6
"741",6410733,34,1,1,6
"742",6115044,4,1,1,2
"743",15126003,13,1,1,12
"744",24758441,34,1,7,6
"745",28269877,34,1,1,6
"746",24522413,25,1,7,12
"747",6115044,4,1,1,2
"748",4801182,34,1,7,6
"749",6572002,34,1,7,6
"750",16398342,37,1,1,2
"751",11480263,50,1,1,9
"752",3053032,41,1,1,12
"753",2057489,38,1,7,9
"754",22771491,47,1,1,3
"755",3922524,22,1,1,3
"756",6057178,47,1,1,3
"757",1459897,47,1,1,3
"758",15719085,4,1,1,2
"759",16632202,47,1,1,3
"760",6523395,36,1,1,12
"761",9985435,46,1,1,8
"762",7827590,41,1,7,12
"763",20539872,13,1,1,12
"764",1232612,50,1,1,9
"765",15764859,50,1,1,9
"766",32803945,50,1,7,9
"767",27777143,41,1,1,12
"768",5734596,50,1,1,9
"769",9977158,4,1,1,2
"770",3090973,13,1,7,12
"771",20784004,15,1,1,2
"772",25060101,34,1,1,6
"773",31163739,5,1,1,2
"774",19937876,41,1,7,12
"775",27866615,27,1,1,9
"776",5566976,22,1,7,3
"777",5991053,5,1,1,2
"778",6522297,36,1,1,12
"779",14012157,34,1,1,6
"780",6892762,26,1,1,12
"781",293324,50,1,1,9
"782",14207907,41,1,1,12
"783",35217473,22,1,7,3
"784",14729341,50,1,1,9
"785",31892888,26,1,7,12
"786",8742292,34,1,1,6
"787",29290269,47,1,1,3
"788",7876958,34,1,1,6
"789",2891720,46,1,1,8
"790",665438,41,1,7,12
"791",28303309,41,1,1,12
"792",6351537,57,1,7,3
"793",36252864,34,1,1,6
"794",34006714,41,1,1,12
"795",25623929,34,1,1,6
"796",7609594,22,1,1,3
"797",21634790,53,1,1,5
"798",13962156,41,1,7,12
"799",22084896,34,1,1,6
"800",8737422,34,1,7,6
"801",34880459,47,1,1,3
"802",7107990,47,1,7,3
"803",1489022,18,1,1,2
"804",7718476,27,1,7,9
"805",31565576,2,1,1,12
"806",33662202,34,1,1,6
"807",31394046,37,1,1,2
"808",19937876,41,1,1,12
"809",3889674,41,1,1,12
"810",18925914,51,1,7,12
"811",18896755,27,1,7,9
"812",5789926,41,1,7,12
"813",58395,29,1,7,12
"814",23770284,34,1,7,6
"815",18891734,35,1,1,9
"816",4801182,34,1,1,6
"817",9492440,34,1,1,6
"818",25738905,38,1,7,9
"819",14204316,41,1,1,12
"820",28347844,37,1,1,2
"821",29417389,60,1,1,3
"822",6915853,60,1,7,3
"823",25551726,50,1,1,9
"824",19937876,41,1,1,12
"825",18386600,41,1,7,12
"826",31739241,50,1,1,9
"827",18102729,41,1,1,12
"828",13295859,60,1,1,3
"829",13968038,25,1,7,12
"830",13671281,18,1,1,2
"831",15719085,4,1,1,2
"832",36511562,11,1,1,3
"833",31565576,2,1,7,12
"834",19417025,13,1,1,12
"835",24642799,34,1,7,6
"836",2032920,27,1,1,9
"837",3681402,38,1,7,9
"838",13558903,47,1,1,3
"839",5749385,38,1,1,9
"840",10602021,11,1,1,3
"841",21515727,60,1,1,3
"842",21411714,60,1,1,3
"843",626210,44,1,7,12
"844",14289659,5,1,7,2
"845",11020220,38,1,1,9
"846",18122184,41,1,7,12
"847",11830296,5,1,1,2
"848",32093996,22,1,1,3
"849",19443927,26,1,1,12
"850",36493304,50,1,1,9
"851",19876094,47,1,1,3
"852",28591143,34,1,1,6
"853",36669204,47,1,7,3
"854",27595199,4,1,7,2
"855",9413853,500001,1,7,5
"856",22067752,34,1,1,6
"857",31565576,2,1,1,12
"858",24758441,34,1,1,6
"859",24577184,47,1,7,3
"860",19328489,50,1,1,9
"861",5022900,4,1,7,2
"862",17511112,60,1,7,3
"863",4590516,34,1,1,6
"864",12769188,50,1,7,9
"865",12175217,47,1,1,3
"866",21927062,60,1,1,3
"867",30514163,50,1,1,9
"868",4319373,38,1,7,9
"869",20058023,46,1,7,8
"870",5098366,34,1,1,6
"871",24211464,2,1,1,12
"872",3026407,38,1,1,9
"873",28986792,50,1,1,9
"874",19937876,41,1,1,12
"875",22735388,38,1,1,9
"876",18294552,38,1,1,9
"877",3177885,4,1,1,2
"878",6718520,26,1,1,12
"879",18908797,47,1,1,3
"880",7332148,47,1,1,3
"881",35283030,50,1,1,9
"882",4390192,53,1,1,5
"883",4172810,16,1,1,2
"884",5633422,38,1,1,9
"885",6115044,4,1,1,2
"886",15685825,500001,1,1,5
"887",30962586,38,1,1,9
"888",26410398,47,1,7,3
"889",34579874,5,1,1,2
"890",29446732,50,1,7,9
"891",19246051,36,1,1,12
"892",33155074,38,1,1,9
"893",14619578,22,1,1,3
"894",9603516,38,1,7,9
"895",4908499,47,1,7,3
"896",32213480,26,1,1,12
"897",8059330,34,1,1,6
"898",29615188,13,1,1,12
"899",24153756,11,1,7,3
"900",3500432,34,1,1,6
"901",29592961,38,1,1,9
"902",20315882,60,1,1,3
"903",18294552,38,1,1,9
"904",9092920,41,1,1,12
"905",35370698,27,1,1,9
"906",11362281,26,1,1,12
"907",7952970,9,1,7,9
"908",2891720,46,1,7,8
"909",34084553,34,1,7,6
"910",9413853,500001,1,1,5
"911",2032920,27,1,1,9
"912",17866346,47,1,1,3
"913",24728248,34,1,1,6
"914",28070889,47,1,1,3
"915",13986000,34,1,1,6
"916",30131263,38,1,1,9
"917",12985978,34,1,1,6
"918",28232984,38,1,7,9
"919",29012731,38,1,7,9
"920",17983265,53,1,7,5
"921",5184150,2,1,7,12
"922",6110918,22,1,7,3
"923",20494875,47,1,7,3
"924",25144740,50,1,1,9
"925",21249123,13,1,7,12
"926",8916641,50,1,7,9
"927",21877639,22,1,1,3
"928",10987434,47,1,1,3
"929",27949654,46,1,1,8
"930",9840503,46,1,1,8
